dataset,model,seed,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high
survey,NOTEARS-MLP,1009,0.8075876235961914,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,2250,0.6807518005371094,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,4447,1.6014928817749023,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,2415,0.7583198547363281,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,3595,0.7506635189056396,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,4187,0.659062385559082,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,4135,1.4927351474761963,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,5174,0.6531031131744385,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,5303,0.6485273838043213,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,3942,1.0144240856170654,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,2778,0.5855958461761475,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,2804,0.544264554977417,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,2145,0.9737012386322021,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,150,3.5262866020202637,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,8823,2.843438148498535,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,4669,1.7420804500579834,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,6131,2.852008819580078,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,2617,0.7926180362701416,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,7166,1.543138027191162,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,1428,0.8316662311553955,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,8328,1.156033992767334,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,8289,0.9421014785766602,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,5978,1.2911784648895264,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,5511,0.628995418548584,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,5864,0.6479058265686035,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,606,0.8942370414733887,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,1933,0.6457405090332031,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,6071,1.3698177337646484,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,5504,1.1735336780548096,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,5163,0.7528543472290039,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,2406,0.6366353034973145,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,304,2.9892990589141846,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,3391,0.5719883441925049,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,359,1.206878423690796,1,0.0,0.1667,0.0,1.0,0.1667,0.2857,6.0,16.0,17.0
survey,NOTEARS-MLP,9096,0.6632142066955566,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,3533,0.7153339385986328,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,4125,1.1650428771972656,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,3094,0.6184754371643066,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
survey,NOTEARS-MLP,6398,0.6755862236022949,0,0.0,0.0,0.0,,0.0,,6.0,17.0,17.0
asia,Random,7816,0.0002484321594238281,8,0.625,0.375,0.25,0.125,0.125,0.125,10.0,20.0,41.0
asia,Random,3578,0.00022983551025390625,8,0.75,0.25,0.3,0.125,0.125,0.125,13.0,32.0,40.0
asia,Random,2656,0.0002415180206298828,8,1.0,0.0,0.4,0.0,0.0,,15.0,28.0,36.0
asia,Random,2688,0.0002415180206298828,8,0.75,0.25,0.3,0.25,0.25,0.25,14.0,16.0,40.0
asia,Random,2494,0.00021958351135253906,8,0.625,0.375,0.25,0.125,0.125,0.125,10.0,16.0,38.0
asia,Random,183,0.00023603439331054688,8,0.75,0.25,0.3,0.125,0.125,0.125,12.0,23.0,36.0
asia,Random,7977,0.00018739700317382812,8,0.75,0.25,0.3,0.125,0.125,0.125,13.0,25.0,33.0
asia,Random,3199,0.00018739700317382812,8,0.875,0.125,0.35,0.125,0.125,0.125,13.0,38.0,46.0
asia,Random,316,0.00018739700317382812,8,0.875,0.125,0.35,0.125,0.125,0.125,14.0,29.0,39.0
asia,Random,8266,0.0001895427703857422,8,0.75,0.25,0.3,0.0,0.0,,13.0,34.0,51.0
asia,Random,1532,0.00024580955505371094,8,0.75,0.25,0.3,0.125,0.125,0.125,13.0,30.0,40.0
asia,Random,1009,0.00024771690368652344,8,1.0,0.0,0.4,0.0,0.0,,16.0,18.0,34.0
asia,Random,2250,0.00024127960205078125,8,0.625,0.375,0.25,0.25,0.25,0.25,12.0,16.0,32.0
asia,Random,4447,0.00026106834411621094,8,0.75,0.25,0.3,0.25,0.25,0.25,12.0,31.0,39.0
asia,Random,2415,0.0002455711364746094,8,0.75,0.25,0.3,0.0,0.0,,12.0,23.0,37.0
asia,Random,3595,0.0002567768096923828,8,0.75,0.25,0.3,0.0,0.0,,12.0,31.0,48.0
asia,Random,4187,0.00026226043701171875,8,0.75,0.25,0.3,0.125,0.125,0.125,12.0,27.0,35.0
asia,Random,4135,0.0002396106719970703,8,0.875,0.125,0.35,0.0,0.0,,15.0,27.0,37.0
asia,Random,5174,0.00019931793212890625,8,0.875,0.125,0.35,0.125,0.125,0.125,13.0,30.0,38.0
asia,Random,5303,0.00018525123596191406,8,0.75,0.25,0.3,0.25,0.25,0.25,13.0,33.0,42.0
asia,Random,3942,0.00019168853759765625,8,0.5,0.5,0.2,0.25,0.25,0.25,10.0,23.0,39.0
asia,Random,2778,0.00019741058349609375,8,0.75,0.25,0.3,0.25,0.25,0.25,12.0,21.0,29.0
asia,Random,2804,0.0002620220184326172,8,0.875,0.125,0.35,0.125,0.125,0.125,14.0,26.0,43.0
asia,Random,2145,0.0002636909484863281,8,0.75,0.25,0.3,0.125,0.125,0.125,12.0,15.0,32.0
asia,Random,150,0.00028014183044433594,8,0.875,0.125,0.35,0.0,0.0,,12.0,27.0,47.0
asia,Random,8823,0.00026869773864746094,8,0.875,0.125,0.35,0.0,0.0,,13.0,22.0,39.0
asia,Random,4669,0.00024771690368652344,8,0.875,0.125,0.35,0.125,0.125,0.125,13.0,19.0,19.0
asia,Random,6131,0.0003917217254638672,8,0.75,0.25,0.3,0.25,0.25,0.25,11.0,22.0,34.0
asia,Random,2617,0.0003597736358642578,8,1.0,0.0,0.4,0.0,0.0,,16.0,28.0,29.0
asia,Random,7166,0.0002837181091308594,8,1.0,0.0,0.4,0.0,0.0,,15.0,29.0,40.0
asia,Random,1428,0.0004451274871826172,8,0.875,0.125,0.35,0.125,0.125,0.125,14.0,33.0,41.0
asia,Random,8328,0.0002646446228027344,8,0.75,0.25,0.3,0.125,0.125,0.125,12.0,36.0,52.0
asia,Random,8289,0.0002562999725341797,8,1.0,0.0,0.4,0.0,0.0,,15.0,36.0,38.0
asia,Random,5978,0.00023627281188964844,8,0.75,0.25,0.3,0.25,0.25,0.25,13.0,21.0,35.0
asia,Random,5511,0.0001888275146484375,8,0.875,0.125,0.35,0.125,0.125,0.125,14.0,25.0,32.0
asia,Random,5864,0.0001914501190185547,8,0.75,0.25,0.3,0.25,0.25,0.25,12.0,18.0,37.0
asia,Random,606,0.00018739700317382812,8,0.75,0.25,0.3,0.25,0.25,0.25,14.0,22.0,28.0
asia,Random,1933,0.0001862049102783203,8,0.75,0.25,0.3,0.125,0.125,0.125,14.0,18.0,38.0
asia,Random,6071,0.00023317337036132812,8,0.625,0.375,0.25,0.25,0.25,0.25,12.0,15.0,35.0
asia,Random,5504,0.0002372264862060547,8,1.0,0.0,0.4,0.0,0.0,,16.0,23.0,34.0
asia,Random,5163,0.0002338886260986328,8,0.875,0.125,0.35,0.125,0.125,0.125,13.0,38.0,38.0
asia,Random,2406,0.00023293495178222656,8,0.75,0.25,0.3,0.125,0.125,0.125,12.0,16.0,30.0
asia,Random,304,0.00023865699768066406,8,1.0,0.0,0.4,0.0,0.0,,14.0,22.0,32.0
asia,Random,3391,0.0002288818359375,8,0.375,0.625,0.15,0.125,0.125,0.125,8.0,10.0,35.0
asia,Random,359,0.00024271011352539062,8,0.875,0.125,0.35,0.125,0.125,0.125,14.0,29.0,31.0
asia,Random,9096,0.00023102760314941406,8,0.75,0.25,0.3,0.125,0.125,0.125,13.0,27.0,44.0
asia,Random,3533,0.00023698806762695312,8,0.875,0.125,0.35,0.0,0.0,,14.0,35.0,43.0
asia,Random,4125,0.0002243518829345703,8,0.875,0.125,0.35,0.125,0.125,0.125,15.0,21.0,29.0
asia,Random,3094,0.00019598007202148438,8,1.0,0.0,0.4,0.0,0.0,,16.0,32.0,41.0
asia,Random,6398,0.00019049644470214844,8,0.5,0.5,0.2,0.0,0.0,,10.0,13.0,36.0
asia,MPC,7816,0.021327733993530273,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,3578,0.020830154418945312,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,2656,0.02641892433166504,8,0.0,1.0,0.0,0.375,0.375,0.375,4.0,0.0,51.0
asia,MPC,2688,0.020813703536987305,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,2494,0.026529312133789062,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,183,0.02485370635986328,7,0.0,0.875,0.0,0.2857,0.25,0.2667,5.0,1.0,47.0
asia,MPC,7977,0.022845029830932617,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,3199,0.02288198471069336,5,0.0,0.625,0.0,0.2,0.125,0.1538,6.0,22.0,37.0
asia,MPC,316,0.019939422607421875,5,0.0,0.625,0.0,0.2,0.125,0.1538,6.0,22.0,37.0
asia,MPC,8266,0.022642135620117188,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,1532,0.01996922492980957,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,1009,0.02003931999206543,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,2250,0.022856712341308594,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,4447,0.025386810302734375,7,0.0,0.875,0.0,0.2857,0.25,0.2667,5.0,1.0,47.0
asia,MPC,2415,0.02123236656188965,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,3595,0.02321028709411621,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,4187,0.022547006607055664,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,4135,0.02344512939453125,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,5174,0.027593612670898438,8,0.0,1.0,0.0,0.375,0.375,0.375,4.0,0.0,51.0
asia,MPC,5303,0.022192955017089844,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,3942,0.023635387420654297,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,2778,0.023532867431640625,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,2804,0.022005319595336914,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,2145,0.024810791015625,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,150,0.024745941162109375,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,8823,0.021399497985839844,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,4669,0.022678136825561523,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,6131,0.0200808048248291,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,2617,0.02064967155456543,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,7166,0.023365259170532227,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,1428,0.02066826820373535,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,8328,0.020090579986572266,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,8289,0.022774457931518555,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,5978,0.022783994674682617,7,0.0,0.875,0.0,0.2857,0.25,0.2667,5.0,1.0,47.0
asia,MPC,5511,0.024239301681518555,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,5864,0.025152206420898438,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,606,0.026042938232421875,8,0.125,0.875,0.05,0.375,0.375,0.375,5.0,6.0,53.0
asia,MPC,1933,0.023372173309326172,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,6071,0.02346205711364746,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,5504,0.02106022834777832,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,5163,0.020699262619018555,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,2406,0.020508527755737305,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,304,0.026005983352661133,8,0.25,0.75,0.1,0.25,0.25,0.25,7.0,14.0,43.0
asia,MPC,3391,0.019958972930908203,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,359,0.020560026168823242,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,9096,0.022637367248535156,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,3533,0.020251035690307617,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,4125,0.018967866897583008,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,MPC,3094,0.023037433624267578,7,0.0,0.875,0.0,0.4286,0.375,0.4,4.0,19.0,42.0
asia,MPC,6398,0.02046942710876465,6,0.0,0.75,0.0,0.3333,0.25,0.2857,5.0,15.0,38.0
asia,NOTEARS-MLP,7816,71.04305338859558,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,3578,68.83847117424011,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,2656,64.18346071243286,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,2688,53.32506346702576,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,2494,59.5816285610199,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,183,55.324286222457886,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,7977,53.333003997802734,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,3199,63.211939573287964,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,316,72.49889016151428,10,0.5,0.625,0.25,0.2,0.25,0.2222,10.0,11.0,43.0
asia,NOTEARS-MLP,8266,57.529847621917725,7,0.1429,0.75,0.05,0.2857,0.25,0.2667,7.0,18.0,40.0
asia,NOTEARS-MLP,1532,75.29324221611023,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,1009,77.22714114189148,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,2250,58.78346633911133,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,4447,78.00056910514832,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,2415,89.17762565612793,7,0.1429,0.75,0.05,0.2857,0.25,0.2667,7.0,18.0,40.0
asia,NOTEARS-MLP,3595,83.79694962501526,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,4187,86.50966835021973,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,12.0,40.0
asia,NOTEARS-MLP,4135,80.58120656013489,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,5174,96.29395151138306,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,5303,90.32175159454346,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,3942,87.60119867324829,10,0.5,0.625,0.25,0.2,0.25,0.2222,10.0,11.0,43.0
asia,NOTEARS-MLP,2778,69.83838510513306,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,2804,87.7899420261383,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,12.0,40.0
asia,NOTEARS-MLP,2145,78.3543701171875,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,12.0,40.0
asia,NOTEARS-MLP,150,65.73854303359985,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,8823,54.03347563743591,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,4669,61.26975464820862,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,6131,55.89761018753052,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,2617,60.90127229690552,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,7166,56.50573492050171,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,1428,52.05750226974487,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,8328,52.42031979560852,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,8289,61.51169443130493,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,5978,75.77924489974976,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,5511,57.16304016113281,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,5864,60.614360332489014,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,606,59.561827659606934,7,0.1429,0.75,0.05,0.2857,0.25,0.2667,7.0,18.0,40.0
asia,NOTEARS-MLP,1933,46.14900255203247,8,0.125,0.875,0.05,0.375,0.375,0.375,4.0,1.0,30.0
asia,NOTEARS-MLP,6071,62.89758539199829,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,5504,53.26222610473633,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,5163,64.24491381645203,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,2406,54.73916482925415,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,304,64.51171827316284,8,0.25,0.75,0.1,0.25,0.25,0.25,8.0,18.0,39.0
asia,NOTEARS-MLP,3391,57.3258261680603,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,359,72.53069758415222,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,12.0,40.0
asia,NOTEARS-MLP,9096,57.15457630157471,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,3533,68.78609442710876,8,0.375,0.625,0.15,0.25,0.25,0.25,8.0,21.0,43.0
asia,NOTEARS-MLP,4125,59.677011013031006,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,3094,64.86767482757568,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
asia,NOTEARS-MLP,6398,54.14844489097595,9,0.4444,0.625,0.2,0.2222,0.25,0.2353,9.0,21.0,42.0
sachs,Random,7816,0.000213623046875,17,0.8235,0.1765,0.3684,0.1765,0.1765,0.1765,28.0,53.0,53.0
sachs,Random,3578,0.00021910667419433594,17,0.8235,0.1765,0.3684,0.1176,0.1176,0.1176,29.0,45.0,48.0
sachs,Random,2656,0.00022292137145996094,17,0.7647,0.2353,0.3421,0.0588,0.0588,0.0588,24.0,50.0,54.0
sachs,Random,2688,0.0002574920654296875,17,0.7647,0.2353,0.3421,0.1765,0.1765,0.1765,28.0,52.0,55.0
sachs,Random,2494,0.00021505355834960938,17,0.8824,0.1176,0.3947,0.0588,0.0588,0.0588,29.0,41.0,47.0
sachs,Random,183,0.0002491474151611328,17,0.7059,0.2941,0.3158,0.1765,0.1765,0.1765,27.0,40.0,51.0
sachs,Random,7977,0.0002570152282714844,17,0.8235,0.1765,0.3684,0.1765,0.1765,0.1765,26.0,50.0,50.0
sachs,Random,3199,0.000213623046875,17,0.7647,0.2353,0.3421,0.1176,0.1176,0.1176,25.0,43.0,50.0
sachs,Random,316,0.00026488304138183594,17,0.7647,0.2353,0.3421,0.1765,0.1765,0.1765,25.0,43.0,44.0
sachs,Random,8266,0.00022149085998535156,17,0.6471,0.3529,0.2895,0.2353,0.2353,0.2353,25.0,41.0,52.0
sachs,Random,1532,0.00025653839111328125,17,0.7059,0.2941,0.3158,0.1765,0.1765,0.1765,24.0,45.0,57.0
sachs,Random,1009,0.00020599365234375,17,0.8824,0.1176,0.3947,0.0588,0.0588,0.0588,27.0,54.0,57.0
sachs,Random,2250,0.00021219253540039062,17,0.8235,0.1765,0.3684,0.0588,0.0588,0.0588,26.0,57.0,59.0
sachs,Random,4447,0.0002536773681640625,17,0.8235,0.1765,0.3684,0.1765,0.1765,0.1765,29.0,46.0,47.0
sachs,Random,2415,0.0002124309539794922,17,0.7059,0.2941,0.3158,0.1176,0.1176,0.1176,24.0,51.0,57.0
sachs,Random,3595,0.00021195411682128906,17,0.8235,0.1765,0.3684,0.0588,0.0588,0.0588,29.0,42.0,57.0
sachs,Random,4187,0.00024580955505371094,17,0.9412,0.0588,0.4211,0.0588,0.0588,0.0588,32.0,46.0,54.0
sachs,Random,4135,0.00020551681518554688,17,0.7059,0.2941,0.3158,0.1765,0.1765,0.1765,25.0,42.0,55.0
