dataset,model,seed,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high
child,MPC,4447,0.7092788219451904,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,67.0,378.0
child,MPC,2415,0.6539895534515381,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,3595,0.7272887229919434,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,4187,0.7763831615447998,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,52.0,380.0
child,MPC,4135,0.6337029933929443,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,55.0,380.0
child,MPC,5174,0.8928537368774414,34,0.4118,0.8,0.0848,0.3529,0.48,0.4068,27.0,56.0,380.0
child,MPC,5303,0.7942056655883789,34,0.4118,0.8,0.0848,0.3529,0.48,0.4068,27.0,53.0,380.0
child,MPC,3942,0.6841742992401123,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,71.0,378.0
child,MPC,2778,0.6033272743225098,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,2804,0.7276480197906494,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,2145,0.7033653259277344,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,MPC,150,0.44143033027648926,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,8823,0.6552102565765381,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,54.0,380.0
child,MPC,4669,0.6754655838012695,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,67.0,378.0
child,MPC,6131,0.6792306900024414,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,68.0,378.0
child,MPC,2617,0.631098747253418,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,7166,0.6507167816162109,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,56.0,380.0
child,MPC,1428,0.588172197341919,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,69.0,378.0
child,MPC,8328,0.6898837089538574,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,67.0,378.0
child,MPC,8289,0.5838992595672607,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,71.0,378.0
child,MPC,5978,0.5201356410980225,28,0.3214,0.76,0.0545,0.3929,0.44,0.4151,23.0,71.0,378.0
child,MPC,5511,0.6685431003570557,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,5864,0.5505127906799316,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,606,0.6375219821929932,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,MPC,1933,0.5671789646148682,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,71.0,378.0
child,MPC,6071,0.7549090385437012,35,0.4286,0.8,0.0909,0.3429,0.48,0.4,28.0,53.0,380.0
child,MPC,5504,0.725064754486084,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,5163,0.7237222194671631,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,MPC,2406,0.7548909187316895,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,68.0,378.0
child,MPC,304,0.6137008666992188,30,0.3333,0.8,0.0606,0.4,0.48,0.4364,23.0,56.0,380.0
child,MPC,3391,0.6874475479125977,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,359,0.6353285312652588,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,53.0,380.0
child,MPC,9096,0.8109252452850342,30,0.3333,0.8,0.0606,0.4,0.48,0.4364,23.0,57.0,380.0
child,MPC,3533,0.6888308525085449,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,56.0,380.0
child,MPC,4125,0.5532016754150391,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,70.0,378.0
child,MPC,3094,0.5907614231109619,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,70.0,378.0
child,MPC,6398,0.5621840953826904,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,NOTEARS-MLP,7816,146.82596707344055,24,0.25,0.72,0.0364,0.5,0.48,0.4898,18.0,79.0,361.0
child,NOTEARS-MLP,3578,130.58391976356506,28,0.25,0.84,0.0424,0.5357,0.6,0.566,21.0,41.0,303.0
child,NOTEARS-MLP,2656,147.98859477043152,26,0.2692,0.76,0.0424,0.5,0.52,0.5098,22.0,73.0,316.0
child,NOTEARS-MLP,2688,147.03693890571594,25,0.2,0.8,0.0303,0.56,0.56,0.56,18.0,59.0,321.0
child,NOTEARS-MLP,2494,130.40203070640564,25,0.2,0.8,0.0303,0.6,0.6,0.6,15.0,59.0,322.0
child,NOTEARS-MLP,183,143.62045311927795,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,7977,143.17721939086914,25,0.28,0.72,0.0424,0.48,0.48,0.48,22.0,84.0,306.0
child,NOTEARS-MLP,3199,131.4161138534546,26,0.3462,0.68,0.0545,0.4231,0.44,0.4314,22.0,94.0,343.0
child,NOTEARS-MLP,316,159.22597098350525,25,0.32,0.68,0.0485,0.44,0.44,0.44,20.0,94.0,337.0
child,NOTEARS-MLP,8266,136.1883668899536,24,0.2083,0.76,0.0303,0.5417,0.52,0.5306,21.0,79.0,322.0
child,NOTEARS-MLP,1532,144.58541083335876,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,1009,149.48636174201965,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,2250,130.41808676719666,24,0.2917,0.68,0.0424,0.5,0.48,0.4898,21.0,95.0,341.0
child,NOTEARS-MLP,4447,138.37422633171082,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,21.0,61.0,316.0
child,NOTEARS-MLP,2415,187.6000952720642,25,0.2,0.8,0.0303,0.6,0.6,0.6,19.0,61.0,337.0
child,NOTEARS-MLP,3595,136.63055610656738,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,4187,141.01645588874817,26,0.3077,0.72,0.0485,0.4615,0.48,0.4706,21.0,76.0,343.0
child,NOTEARS-MLP,4135,161.30957412719727,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,5174,143.81235003471375,26,0.2308,0.8,0.0364,0.6154,0.64,0.6275,18.0,56.0,319.0
child,NOTEARS-MLP,5303,154.8878710269928,25,0.28,0.72,0.0424,0.52,0.52,0.52,19.0,78.0,322.0
child,NOTEARS-MLP,3942,167.25250601768494,25,0.2,0.8,0.0303,0.56,0.56,0.56,20.0,58.0,340.0
child,NOTEARS-MLP,2778,125.24615788459778,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,20.0,59.0,303.0
child,NOTEARS-MLP,2804,147.12940192222595,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,2145,136.74390935897827,26,0.2692,0.76,0.0424,0.5,0.52,0.5098,22.0,73.0,316.0
child,NOTEARS-MLP,150,174.17519760131836,26,0.2308,0.8,0.0364,0.5769,0.6,0.5882,21.0,61.0,319.0
child,NOTEARS-MLP,8823,150.43166851997375,27,0.2963,0.76,0.0485,0.5185,0.56,0.5385,23.0,72.0,321.0
child,NOTEARS-MLP,4669,168.5952980518341,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,22.0,61.0,322.0
child,NOTEARS-MLP,6131,180.1672089099884,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,2617,146.08182525634766,25,0.2,0.8,0.0303,0.56,0.56,0.56,21.0,61.0,322.0
child,NOTEARS-MLP,7166,129.34256434440613,28,0.25,0.84,0.0424,0.5357,0.6,0.566,22.0,41.0,317.0
child,NOTEARS-MLP,1428,154.8568036556244,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,8328,145.53623008728027,27,0.2222,0.84,0.0364,0.6296,0.68,0.6538,18.0,41.0,319.0
child,NOTEARS-MLP,8289,122.6637225151062,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,5978,152.38343596458435,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,5511,134.7327778339386,26,0.3077,0.72,0.0485,0.4615,0.48,0.4706,19.0,77.0,324.0
child,NOTEARS-MLP,5864,132.6285960674286,25,0.2,0.8,0.0303,0.56,0.56,0.56,19.0,62.0,303.0
child,NOTEARS-MLP,606,170.4695041179657,26,0.2692,0.76,0.0424,0.5,0.52,0.5098,18.0,62.0,324.0
child,NOTEARS-MLP,1933,147.5700979232788,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,6071,136.30114150047302,27,0.2593,0.8,0.0424,0.5185,0.56,0.5385,22.0,56.0,317.0
child,NOTEARS-MLP,5504,174.28566098213196,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,5163,138.12503695487976,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,18.0,41.0,321.0
child,NOTEARS-MLP,2406,144.00298643112183,27,0.2593,0.8,0.0424,0.5185,0.56,0.5385,21.0,59.0,303.0
child,NOTEARS-MLP,304,133.59613466262817,27,0.2593,0.8,0.0424,0.5185,0.56,0.5385,22.0,58.0,316.0
child,NOTEARS-MLP,3391,168.40928053855896,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,15.0,44.0,306.0
child,NOTEARS-MLP,359,147.68887400627136,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,20.0,59.0,303.0
child,NOTEARS-MLP,9096,148.23752760887146,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,22.0,58.0,322.0
child,NOTEARS-MLP,3533,145.72925806045532,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,18.0,41.0,321.0
child,NOTEARS-MLP,4125,166.10469770431519,25,0.2,0.8,0.0303,0.56,0.56,0.56,21.0,61.0,322.0
child,NOTEARS-MLP,3094,157.31917476654053,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,6398,147.54230499267578,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
insurance,Random,7816,0.0003592967987060547,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,90.0,607.0,612.0
insurance,Random,3578,0.0002989768981933594,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,92.0,610.0,642.0
insurance,Random,2656,0.00030040740966796875,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,93.0,571.0,651.0
insurance,Random,2688,0.00030541419982910156,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,92.0,603.0,606.0
insurance,Random,2494,0.0002994537353515625,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,94.0,600.0,614.0
insurance,Random,183,0.0003020763397216797,52,0.8654,0.1346,0.1505,0.0577,0.0577,0.0577,93.0,581.0,639.0
insurance,Random,7977,0.00030231475830078125,52,0.9423,0.0577,0.1639,0.0192,0.0192,0.0192,97.0,626.0,659.0
insurance,Random,3199,0.0003116130828857422,52,0.9038,0.0962,0.1572,0.0962,0.0962,0.0962,94.0,658.0,676.0
insurance,Random,316,0.0003173351287841797,52,0.8846,0.1154,0.1538,0.1154,0.1154,0.1154,89.0,589.0,627.0
insurance,Random,8266,0.00031256675720214844,52,0.8654,0.1346,0.1505,0.0385,0.0385,0.0385,90.0,545.0,622.0
insurance,Random,1532,0.0003120899200439453,52,0.8846,0.1154,0.1538,0.0769,0.0769,0.0769,93.0,584.0,596.0
insurance,Random,1009,0.0003161430358886719,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,95.0,595.0,659.0
insurance,Random,2250,0.0003046989440917969,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,92.0,617.0,654.0
insurance,Random,4447,0.0003094673156738281,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,94.0,605.0,613.0
insurance,Random,2415,0.0003008842468261719,52,0.9038,0.0962,0.1572,0.0962,0.0962,0.0962,96.0,609.0,640.0
insurance,Random,3595,0.0003478527069091797,52,0.9231,0.0769,0.1605,0.0577,0.0577,0.0577,93.0,627.0,662.0
insurance,Random,4187,0.00034618377685546875,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,94.0,631.0,635.0
insurance,Random,4135,0.00032258033752441406,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,94.0,599.0,661.0
insurance,Random,5174,0.00032711029052734375,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,93.0,607.0,623.0
insurance,Random,5303,0.0003662109375,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,96.0,608.0,654.0
insurance,Random,3942,0.00031948089599609375,52,0.8654,0.1346,0.1505,0.1346,0.1346,0.1346,90.0,583.0,657.0
insurance,Random,2778,0.0003037452697753906,52,0.8846,0.1154,0.1538,0.0962,0.0962,0.0962,94.0,599.0,600.0
insurance,Random,2804,0.0003025531768798828,52,0.8654,0.1346,0.1505,0.0962,0.0962,0.0962,93.0,585.0,653.0
insurance,Random,2145,0.00030493736267089844,52,0.8654,0.1346,0.1505,0.0962,0.0962,0.0962,87.0,608.0,643.0
insurance,Random,150,0.00031185150146484375,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,94.0,608.0,665.0
insurance,Random,8823,0.00031495094299316406,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,95.0,582.0,612.0
insurance,Random,4669,0.00030803680419921875,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,95.0,587.0,616.0
insurance,Random,6131,0.0003001689910888672,52,0.8846,0.1154,0.1538,0.0769,0.0769,0.0769,95.0,568.0,581.0
insurance,Random,2617,0.0003058910369873047,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,91.0,571.0,612.0
insurance,Random,7166,0.0002956390380859375,52,0.8654,0.1346,0.1505,0.0769,0.0769,0.0769,89.0,604.0,645.0
insurance,Random,1428,0.0003426074981689453,52,0.9231,0.0769,0.1605,0.0577,0.0577,0.0577,97.0,594.0,628.0
insurance,Random,8328,0.00030303001403808594,52,0.8654,0.1346,0.1505,0.1154,0.1154,0.1154,90.0,612.0,616.0
insurance,Random,8289,0.0003116130828857422,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,98.0,610.0,624.0
insurance,Random,5978,0.00029850006103515625,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,92.0,654.0,661.0
insurance,Random,5511,0.0003104209899902344,52,0.9808,0.0192,0.1706,0.0192,0.0192,0.0192,101.0,651.0,664.0
insurance,Random,5864,0.00031256675720214844,52,0.9808,0.0192,0.1706,0.0192,0.0192,0.0192,97.0,624.0,633.0
insurance,Random,606,0.00030922889709472656,52,0.9038,0.0962,0.1572,0.0962,0.0962,0.0962,95.0,591.0,599.0
insurance,Random,1933,0.00030303001403808594,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,97.0,609.0,638.0
insurance,Random,6071,0.0003058910369873047,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,92.0,595.0,629.0
insurance,Random,5504,0.0003123283386230469,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,91.0,623.0,629.0
insurance,Random,5163,0.0003044605255126953,52,0.9231,0.0769,0.1605,0.0577,0.0577,0.0577,93.0,632.0,645.0
insurance,Random,2406,0.0003001689910888672,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,95.0,614.0,645.0
insurance,Random,304,0.0003523826599121094,52,0.8654,0.1346,0.1505,0.0962,0.0962,0.0962,91.0,577.0,584.0
insurance,Random,3391,0.0003209114074707031,52,0.9231,0.0769,0.1605,0.0577,0.0577,0.0577,95.0,580.0,621.0
insurance,Random,359,0.0003032684326171875,52,0.9038,0.0962,0.1572,0.0769,0.0769,0.0769,93.0,582.0,637.0
insurance,Random,9096,0.0003330707550048828,52,0.9423,0.0577,0.1639,0.0577,0.0577,0.0577,95.0,639.0,642.0
insurance,Random,3533,0.00034546852111816406,52,0.9423,0.0577,0.1639,0.0385,0.0385,0.0385,99.0,597.0,628.0
insurance,Random,4125,0.0003070831298828125,52,0.9231,0.0769,0.1605,0.0769,0.0769,0.0769,89.0,637.0,641.0
insurance,Random,3094,0.00030493736267089844,52,0.8462,0.1538,0.1472,0.1538,0.1538,0.1538,91.0,583.0,614.0
insurance,Random,6398,0.00030517578125,52,0.8654,0.1346,0.1505,0.1346,0.1346,0.1346,87.0,588.0,621.0
insurance,MPC,7816,3.9218292236328125,63,0.5397,0.5577,0.1137,0.1905,0.2308,0.2087,76.0,349.0,691.0
insurance,MPC,3578,3.2243430614471436,58,0.5345,0.5192,0.1037,0.1897,0.2115,0.2,76.0,399.0,690.0
insurance,MPC,2656,2.7172634601593018,56,0.5,0.5385,0.0936,0.1964,0.2115,0.2037,71.0,357.0,691.0
insurance,MPC,2688,2.3976643085479736,56,0.5357,0.5,0.1003,0.1786,0.1923,0.1852,73.0,378.0,690.0
insurance,MPC,2494,3.233769416809082,61,0.4754,0.6154,0.097,0.2131,0.25,0.2301,70.0,296.0,691.0
insurance,MPC,183,4.667755603790283,61,0.5082,0.5769,0.1037,0.1967,0.2308,0.2124,74.0,335.0,691.0
insurance,MPC,7977,2.160245895385742,55,0.4727,0.5577,0.087,0.2182,0.2308,0.2243,69.0,355.0,691.0
insurance,MPC,3199,3.131235361099243,58,0.4483,0.6154,0.087,0.2414,0.2692,0.2545,68.0,295.0,691.0
insurance,MPC,316,4.5386810302734375,59,0.5254,0.5385,0.1037,0.2034,0.2308,0.2162,75.0,374.0,689.0
insurance,MPC,8266,2.3244380950927734,59,0.4915,0.5769,0.097,0.2203,0.25,0.2342,71.0,338.0,692.0
insurance,MPC,1532,3.279057502746582,58,0.5345,0.5192,0.1037,0.1897,0.2115,0.2,75.0,378.0,689.0
insurance,MPC,1009,2.872666358947754,59,0.4915,0.5769,0.097,0.2034,0.2308,0.2162,71.0,317.0,690.0
insurance,MPC,2250,3.308229684829712,60,0.45,0.6346,0.0903,0.2167,0.25,0.2321,68.0,276.0,691.0
insurance,MPC,4447,2.4215521812438965,55,0.4727,0.5577,0.087,0.2182,0.2308,0.2243,69.0,359.0,691.0
insurance,MPC,2415,4.3337554931640625,62,0.5323,0.5577,0.1104,0.1935,0.2308,0.2105,76.0,355.0,689.0
insurance,MPC,3595,3.1093499660491943,56,0.4821,0.5577,0.0903,0.2143,0.2308,0.2222,69.0,338.0,690.0
insurance,MPC,4187,2.17996883392334,52,0.4808,0.5192,0.0836,0.1923,0.1923,0.1923,69.0,384.0,689.0
insurance,MPC,4135,3.5762505531311035,59,0.5085,0.5577,0.1003,0.2034,0.2308,0.2162,74.0,357.0,691.0
insurance,MPC,5174,3.0535154342651367,55,0.4727,0.5577,0.087,0.2182,0.2308,0.2243,69.0,359.0,689.0
insurance,MPC,5303,3.184467315673828,60,0.5,0.5769,0.1003,0.2167,0.25,0.2321,73.0,357.0,690.0
insurance,MPC,3942,2.4295294284820557,57,0.4912,0.5577,0.0936,0.193,0.2115,0.2018,70.0,339.0,689.0
insurance,MPC,2778,2.5601861476898193,58,0.5345,0.5192,0.1037,0.1897,0.2115,0.2,75.0,375.0,688.0
insurance,MPC,2804,2.9095711708068848,59,0.5085,0.5577,0.1003,0.2203,0.25,0.2342,72.0,351.0,690.0
insurance,MPC,2145,4.87185263633728,63,0.5079,0.5962,0.107,0.1905,0.2308,0.2087,73.0,335.0,689.0
insurance,MPC,150,4.124436378479004,57,0.5088,0.5385,0.097,0.193,0.2115,0.2018,72.0,355.0,690.0
insurance,MPC,8823,2.602123737335205,56,0.5179,0.5192,0.097,0.1786,0.1923,0.1852,73.0,378.0,688.0
insurance,MPC,4669,2.9086952209472656,59,0.5254,0.5385,0.1037,0.2034,0.2308,0.2162,73.0,350.0,690.0
insurance,MPC,6131,2.3034651279449463,55,0.4727,0.5577,0.087,0.2182,0.2308,0.2243,68.0,360.0,690.0
insurance,MPC,2617,3.087066411972046,56,0.4821,0.5577,0.0903,0.2321,0.25,0.2407,70.0,361.0,690.0
insurance,MPC,7166,2.150844097137451,53,0.4528,0.5577,0.0803,0.1887,0.1923,0.1905,67.0,362.0,690.0
insurance,MPC,1428,3.3030519485473633,56,0.4821,0.5577,0.0903,0.2143,0.2308,0.2222,70.0,360.0,689.0
insurance,MPC,8328,4.306572437286377,58,0.5,0.5577,0.097,0.1897,0.2115,0.2,72.0,361.0,689.0
insurance,MPC,8289,2.602290630340576,60,0.5167,0.5577,0.1037,0.2,0.2308,0.2143,73.0,353.0,690.0
insurance,MPC,5978,3.4785566329956055,59,0.5085,0.5577,0.1003,0.1864,0.2115,0.1982,72.0,340.0,691.0
insurance,MPC,5511,3.219186544418335,56,0.5,0.5385,0.0936,0.1964,0.2115,0.2037,71.0,359.0,689.0
insurance,MPC,5864,3.1945583820343018,61,0.541,0.5385,0.1104,0.1803,0.2115,0.1947,76.0,357.0,689.0
insurance,MPC,606,4.694073438644409,61,0.4918,0.5962,0.1003,0.1967,0.2308,0.2124,70.0,295.0,691.0
insurance,MPC,1933,6.2388856410980225,57,0.4912,0.5577,0.0936,0.2105,0.2308,0.2202,71.0,379.0,689.0
insurance,MPC,6071,2.3258399963378906,57,0.4737,0.5769,0.0903,0.193,0.2115,0.2018,69.0,337.0,689.0
insurance,MPC,5504,3.1359152793884277,62,0.4839,0.6154,0.1003,0.2097,0.25,0.2281,72.0,291.0,692.0
insurance,MPC,5163,2.985807418823242,57,0.5088,0.5385,0.097,0.2105,0.2308,0.2202,73.0,376.0,690.0
insurance,MPC,2406,4.007081508636475,62,0.5323,0.5577,0.1104,0.1774,0.2115,0.193,75.0,332.0,690.0
insurance,MPC,304,2.1013762950897217,56,0.4821,0.5577,0.0903,0.2143,0.2308,0.2222,70.0,377.0,690.0
insurance,MPC,3391,3.6441285610198975,60,0.5167,0.5577,0.1037,0.2167,0.25,0.2321,73.0,356.0,691.0
insurance,MPC,359,3.6535568237304688,61,0.4918,0.5962,0.1003,0.1967,0.2308,0.2124,73.0,314.0,690.0
insurance,MPC,9096,2.3619227409362793,53,0.4906,0.5192,0.087,0.1887,0.1923,0.1905,71.0,362.0,689.0
